gender,age,marital_status,disability,residence_district,father_education_level,mother_education_level,household_members,economic_dependency,insurance_type,chronic_disease,academic_program,current_semester,enrolled_courses,weighted_average,failed_course,class_attendance,career_motivation,career_satisfaction,personal_motivation,professor_motivation,considered_career_change,dropout_thought,transportation,commute_time,internet_access,study_space,library_usage,academic_tutoring,university_support,housing_type,personal_income,family_income,scholarship,currently_working,work_hours,work_affects_studies,study_hours,bullying_experience,demotivation,academic_stress,emotional_support,dropout_reason
Male,33,Single,No,Surquillo,Primary,Primary,5,Partial,SIS,No,Systems Engineering,4,4–5,13–15,No,Almost always,Human politics box girl somebody pay state.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Rented,0,2000–4000,No,Yes,<10,Yes,<5,No,No,No,No,
Male,31,Single,No,El Agustino,Secondary,Secondary,1,Partial,SIS,No,Software Engineering,5,3,16+,No,Always,Establish key energy couple wish campaign its live.,Unsatisfied,No,No,No,No,Public,<30 min,No,No,Never,Yes,Yes,Rented,0,<1000,No,No,>20,Yes,<5,No,No,No,No,
Male,34,Single,No,San Miguel,Technical,Secondary,3,Partial,EsSalud,No,Software Engineering,9,6 or more,13–15,No,Sometimes,Affect among respond your news.,Very unsatisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,No,No,Rented,<500,2000–4000,No,No,10–20,Yes,<5,No,Yes,Yes,No,Recently them answer foreign Republican analysis war by information public book detail.
Male,32,Single,No,San Miguel,Secondary,Secondary,1,Partial,Private,No,Software Engineering,2,3,13–15,No,Always,Or wish huge information Congress.,Unsatisfied,Yes,Yes,Yes,No,Public,<30 min,Yes,Yes,Never,No,No,Rented,0,2000–4000,No,No,10–20,Yes,>10,No,No,No,Yes,
Female,23,Single,No,Chorrillos,University,Secondary,2,Minimal,SIS,No,Software Engineering,6,4–5,16+,Yes,Almost always,Improve anything buy stage appear run authority every.,Very satisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Regularly,No,Yes,Rented,<500,<1000,No,No,>20,Yes,5–10,No,No,No,Yes,
Male,27,Single,No,San Martín de Porres,Secondary,Secondary,1,Minimal,Private,No,Software Engineering,7,4–5,10–12,No,Always,Point above apply born my part actually property which.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Owned,500–1000,<1000,Yes,Yes,<10,Yes,5–10,No,No,Yes,No,
Female,33,Single,No,San Borja,Secondary,Secondary,2,Partial,EsSalud,Yes,Systems Engineering,10,4–5,13–15,No,Sometimes,Future until focus talk involve eat especially because guy.,Very unsatisfied,Yes,Yes,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Rented,0,<1000,No,Yes,<10,No,>10,No,No,Yes,No,
Female,19,Single,No,Punta Hermosa,Primary,Primary,3,Partial,SIS,No,Software Engineering,9,4–5,10–12,No,Almost always,Born suddenly prevent certain employee free citizen everyone give.,Very satisfied,Yes,Yes,No,Yes,Public,>1 h,Yes,No,Regularly,Yes,No,Owned,0,<1000,No,No,10–20,No,5–10,No,Yes,No,Yes,Still social subject choose ahead bank example past particular remain Republican community sea.
Female,23,Single,No,Comas,Primary,Secondary,1,Total,SIS,No,Systems Engineering,4,6 or more,13–15,No,Always,Their unit student around table lot half for.,Satisfied,Yes,No,No,No,Private,30–60 min,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,Yes,10–20,Yes,>10,No,No,No,Yes,
Male,21,Single,No,Pueblo Libre,Primary,Primary,3,Partial,EsSalud,No,Software Engineering,2,3,16+,Yes,Sometimes,Send brother agent marriage have later under.,Unsatisfied,Yes,Yes,No,Yes,Public,>1 h,Yes,Yes,Never,No,Yes,Dormitory,<500,1000–2000,No,Yes,10–20,Yes,<5,No,No,No,No,According process set here list meeting gas involve also drug until organization our argue.
Male,21,Single,Yes,Lince,University,Secondary,2,Total,SIS,No,Systems Engineering,4,6 or more,<10,Yes,Almost always,Tonight join century new quickly value concern class decade.,Very satisfied,No,No,Yes,No,Walking,>1 h,Yes,Yes,Never,No,Yes,Owned,0,2000–4000,Yes,No,<10,No,5–10,No,No,No,No,
Female,27,Single,Yes,San Borja,Secondary,Secondary,4,Partial,EsSalud,No,Software Engineering,10,4–5,16+,No,Always,Player discover score still student language.,Satisfied,Yes,No,No,No,Walking,<30 min,Yes,Yes,Regularly,No,No,Owned,0,1000–2000,No,No,<10,Yes,<5,No,No,No,No,
Female,25,Married,No,Chorrillos,Technical,Secondary,3,Minimal,EsSalud,No,Software Engineering,8,6 or more,13–15,No,Always,Per region drop ready lose argue feeling although move.,Unsatisfied,No,No,No,No,Walking,30–60 min,Yes,Yes,Never,No,Yes,Rented,500–1000,1000–2000,No,No,<10,No,<5,No,Yes,No,No,
Male,32,Single,No,Surquillo,Technical,Secondary,6,Total,EsSalud,No,Software Engineering,6,6 or more,16+,Yes,Always,Play ago form middle could past base old per remain meeting.,Unsatisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Shared,0,<1000,No,Yes,>20,No,5–10,Yes,No,No,No,Crime surface feeling own bank large live fall.
Female,17,Single,No,Punta Negra,Primary,Primary,1,Total,Private,No,Systems Engineering,8,4–5,10–12,No,Always,Us power maintain degree than would should sister.,Very satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Owned,<500,<1000,Yes,No,10–20,Yes,5–10,No,Yes,No,No,
Male,18,Married,No,Villa María del Triunfo,Secondary,University,3,Partial,EsSalud,No,Software Engineering,2,4–5,<10,No,Almost always,Our many letter kind at answer bag.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Rented,0,2000–4000,No,No,<10,No,5–10,No,No,Yes,Yes,
Female,28,Single,No,Comas,Secondary,Secondary,7,Do not depend,EsSalud,No,Software Engineering,3,4–5,13–15,No,Sometimes,Must movie left serious society down.,Satisfied,Yes,No,No,No,Walking,30–60 min,Yes,Yes,Regularly,Yes,Yes,Rented,0,<1000,No,No,<10,Yes,5–10,Yes,No,No,Yes,
Female,25,Single,No,Santa Rosa,Technical,Secondary,5,Partial,EsSalud,Yes,Software Engineering,8,4–5,13–15,No,Always,Move ten camera color goal.,Unsatisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,500–1000,<1000,No,No,10–20,Yes,5–10,No,No,Yes,No,
Male,19,Single,No,Ate,Technical,Primary,3,Total,None,No,Systems Engineering,7,4–5,13–15,Yes,Sometimes,Reveal sometimes several fight go recently whom.,Very satisfied,Yes,Yes,No,No,Public,>1 h,Yes,No,Never,No,No,Owned,0,1000–2000,Yes,No,<10,Yes,5–10,No,No,Yes,No,
Male,32,Married,No,Santa Anita,University,Secondary,5,Minimal,Private,No,Systems Engineering,7,4–5,<10,Yes,Sometimes,The eat student detail economic specific lot hear crime.,Satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,No,Never,No,No,Owned,500–1000,1000–2000,No,No,<10,No,<5,No,No,No,No,
Male,21,Married,No,Chorrillos,Primary,Secondary,2,Total,Private,No,Systems Engineering,3,3,13–15,No,Always,Personal top fear degree support order miss laugh expert low.,Satisfied,No,No,Yes,No,Walking,<30 min,Yes,Yes,Regularly,No,Yes,Owned,0,<1000,No,No,<10,Yes,5–10,No,Yes,Yes,No,
Male,25,Single,No,Punta Hermosa,Secondary,Technical,5,Partial,SIS,No,Systems Engineering,3,4–5,10–12,No,Always,Why actually would whatever economic enough campaign garden clearly there.,Satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Owned,<500,2000–4000,No,No,>20,No,<5,No,Yes,Yes,No,
Female,22,Single,No,Santiago de Surco,Secondary,University,3,Total,SIS,No,Software Engineering,4,4–5,<10,No,Sometimes,Court break manage project very teacher close grow meet find.,Satisfied,No,No,No,Yes,Public,<30 min,Yes,Yes,Sometimes,No,No,Owned,0,1000–2000,No,No,<10,Yes,5–10,No,No,No,No,Push challenge be serious pay take per girl animal style will environmental firm.
Female,17,Divorced,No,San Miguel,Technical,Secondary,2,Do not depend,SIS,Yes,Software Engineering,5,4–5,10–12,No,Almost always,Little fly ahead medical somebody role agree.,Unsatisfied,Yes,Yes,No,Yes,Public,30–60 min,Yes,Yes,Never,No,No,Rented,500–1000,<1000,No,Yes,<10,Yes,5–10,No,Yes,Yes,No,Something win around garden consumer director various truth partner mind reality such.
Male,34,Single,No,San Martín de Porres,Primary,Primary,6,Partial,EsSalud,No,Systems Engineering,4,3,13–15,No,Always,Beyond put rather business billion only wind.,Satisfied,Yes,No,Yes,No,Walking,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Owned,0,2000–4000,No,No,<10,Yes,<5,No,No,No,No,
Male,18,Single,Yes,Lima Cercado,University,Postgraduate,2,Partial,EsSalud,No,Systems Engineering,1,4–5,13–15,Yes,Sometimes,Participant loss couple admit yourself visit choice never run.,Unsatisfied,No,Yes,No,Yes,Public,30–60 min,Yes,Yes,Regularly,Yes,No,Rented,500–1000,<1000,Yes,No,>20,No,>10,No,No,Yes,No,He right chance traditional idea coach money be.
Female,30,Divorced,No,Chaclacayo,Secondary,University,6,Minimal,EsSalud,No,Systems Engineering,1,4–5,10–12,Yes,Always,Across red range me choice less very with through glass.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Never,No,No,Owned,>1000,2000–4000,No,Yes,10–20,No,<5,No,Yes,No,No,
Male,18,Single,No,Magdalena del Mar,University,Primary,6,Minimal,EsSalud,No,Software Engineering,2,4–5,<10,Yes,Always,Lead create majority argue enjoy front official figure whether statement.,Satisfied,Yes,No,Yes,No,Public,30–60 min,Yes,Yes,Never,No,No,Dormitory,<500,1000–2000,Yes,Yes,10–20,Yes,5–10,No,No,No,Yes,
Female,21,Single,Yes,El Agustino,Technical,Primary,6,Partial,Private,No,Systems Engineering,10,4–5,13–15,No,Always,Sit model try enough dark will deal hour least.,Very satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,No,Yes,<10,Yes,<5,No,Yes,No,Yes,
Male,27,Single,No,Punta Hermosa,Primary,Primary,7,Total,EsSalud,No,Software Engineering,3,6 or more,16+,No,Almost always,Hundred raise carry discover.,Unsatisfied,No,No,Yes,Yes,Public,30–60 min,Yes,Yes,Never,No,No,Rented,0,1000–2000,No,No,>20,Yes,5–10,No,No,Yes,Yes,Friend why point force local system someone concern.
Female,29,Single,No,Pachacámac,Technical,Technical,3,Partial,SIS,No,Software Engineering,6,3,13–15,No,Sometimes,Stock build play decade up short.,Very satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,No,Yes,>20,Yes,>10,No,Yes,No,Yes,
Male,18,Single,No,San Martín de Porres,Secondary,Secondary,2,Do not depend,SIS,No,Software Engineering,6,3,10–12,Yes,Always,Maintain interest expert medical tonight over government save.,Satisfied,Yes,No,No,Yes,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,0,<1000,No,No,10–20,Yes,5–10,No,Yes,No,Yes,Contain teacher bar task yard respond hand force similar smile sure.
Male,20,Single,No,San Borja,Secondary,Primary,2,Minimal,SIS,No,Software Engineering,4,4–5,10–12,No,Almost always,Threat station tree item half response hope half.,Satisfied,No,Yes,No,No,Public,>1 h,Yes,No,Sometimes,Yes,No,Shared,0,<1000,No,Yes,>20,Yes,<5,No,No,No,Yes,
Female,24,Single,No,Magdalena del Mar,Primary,Technical,5,Partial,None,No,Software Engineering,7,4–5,10–12,No,Always,Necessary easy magazine stay first attention yard plant.,Unsatisfied,No,No,No,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Rented,0,1000–2000,No,No,10–20,No,5–10,Yes,Yes,No,Yes,Education policy black task activity western above learn southern these very she.
Female,28,Single,No,Jesús María,Secondary,Secondary,4,Partial,None,No,Software Engineering,1,4–5,16+,Yes,Always,Be able yard interest start police answer brother.,Satisfied,Yes,No,No,No,Walking,30–60 min,Yes,Yes,Never,Yes,No,Shared,0,2000–4000,Yes,No,<10,Yes,<5,No,Yes,No,Yes,
Male,27,Single,No,Puente Piedra,University,Secondary,4,Partial,EsSalud,No,Software Engineering,10,3,13–15,No,Almost always,Adult cold rate imagine dark increase through word shake.,Satisfied,Yes,Yes,Yes,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Shared,<500,1000–2000,No,No,<10,No,<5,No,No,Yes,No,
Male,23,Single,No,Punta Negra,Primary,Secondary,5,Partial,SIS,No,Systems Engineering,6,6 or more,13–15,No,Always,Camera two prepare high account office production.,Very satisfied,No,No,Yes,No,Public,>1 h,Yes,Yes,Regularly,Yes,No,Owned,0,1000–2000,Yes,No,>20,Yes,5–10,No,No,Yes,Yes,
Female,30,Single,No,San Miguel,Primary,Secondary,2,Minimal,EsSalud,No,Software Engineering,4,4–5,13–15,No,Always,Activity because agreement door realize shoulder since player.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Never,No,Yes,Rented,0,1000–2000,No,No,>20,Yes,<5,No,Yes,No,No,
Male,32,Single,No,La Molina,Secondary,Technical,1,Total,SIS,No,Systems Engineering,10,4–5,13–15,No,Almost always,Ok military ago away use clearly receive enough.,Satisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,Yes,Owned,500–1000,1000–2000,No,No,>20,No,5–10,No,No,No,No,
Male,20,Single,No,Miraflores,Secondary,Primary,1,Do not depend,SIS,No,Software Engineering,2,6 or more,13–15,No,Sometimes,Buy finally consider accept money money.,Unsatisfied,Yes,Yes,No,Yes,Public,>1 h,Yes,Yes,Regularly,No,No,Owned,0,2000–4000,No,Yes,<10,Yes,5–10,No,No,No,No,Local include together develop pay fall buy road election task human.
Female,27,Single,No,Puente Piedra,Primary,Secondary,1,Total,SIS,No,Systems Engineering,2,6 or more,13–15,No,Sometimes,Someone property cost tree full tend fund take discussion.,Very unsatisfied,No,No,No,Yes,Public,30–60 min,Yes,No,Sometimes,Yes,No,Owned,<500,1000–2000,Yes,Yes,<10,Yes,>10,No,No,No,Yes,Popular term role specific sometimes bring reveal clearly stage.
Female,20,Married,No,Santa Rosa,Primary,University,5,Partial,None,Yes,Systems Engineering,4,6 or more,<10,No,Almost always,At training back else ahead watch back.,Unsatisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Rented,0,<1000,No,No,10–20,No,<5,No,No,Yes,Yes,
Female,19,Married,No,San Juan de Lurigancho,Primary,Secondary,4,Total,None,No,Software Engineering,6,3,<10,No,Always,Rather per time notice forward reveal within off conference rich last.,Very satisfied,Yes,Yes,No,No,Public,<30 min,Yes,Yes,Never,Yes,No,Rented,0,<1000,No,No,10–20,Yes,>10,No,Yes,No,No,
Male,20,Single,No,Lurín,Postgraduate,Primary,4,Partial,SIS,Yes,Software Engineering,9,6 or more,13–15,No,Always,May professor time my boy commercial sport.,Satisfied,No,Yes,Yes,No,Public,<30 min,Yes,Yes,Sometimes,No,No,Rented,<500,2000–4000,No,No,<10,Yes,5–10,No,Yes,No,No,
Male,23,Married,No,Chaclacayo,Primary,Postgraduate,7,Partial,Private,No,Software Engineering,1,4–5,13–15,Yes,Almost always,Safe general production less happen explain team safe fly.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,No,Regularly,No,Yes,Owned,0,>4000,No,No,<10,No,5–10,No,No,Yes,Yes,
Male,34,Single,No,San Juan de Lurigancho,Secondary,University,6,Partial,SIS,No,Software Engineering,3,4–5,10–12,No,Always,Everything set north strategy director beat situation.,Very satisfied,Yes,Yes,Yes,Yes,Private,>1 h,Yes,Yes,Sometimes,No,Yes,Owned,0,<1000,No,No,<10,Yes,5–10,No,No,No,Yes,Song land age drop daughter drop early smile such art believe.
Male,24,Single,No,San Miguel,Technical,Primary,3,Total,SIS,No,Software Engineering,3,3,13–15,No,Always,Its house see surface trade debate.,Satisfied,Yes,No,No,No,Private,<30 min,Yes,Yes,Regularly,No,Yes,Owned,500–1000,1000–2000,No,Yes,<10,No,5–10,No,Yes,No,Yes,
Male,25,Single,No,Santa Rosa,University,Secondary,7,Total,None,No,Software Engineering,6,3,16+,Yes,Almost always,Minute hair leader pressure charge else same.,Satisfied,Yes,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,No,Rented,500–1000,>4000,No,Yes,<10,Yes,5–10,No,No,Yes,No,
Female,33,Married,No,Surquillo,University,Secondary,3,Partial,SIS,No,Systems Engineering,5,6 or more,13–15,No,Always,Add indeed edge charge wish how trouble.,Satisfied,No,No,Yes,No,Public,30–60 min,Yes,Yes,Regularly,No,Yes,Owned,<500,<1000,No,No,10–20,No,>10,No,No,No,Yes,
Male,18,Single,No,Chorrillos,University,Postgraduate,5,Minimal,EsSalud,Yes,Systems Engineering,1,3,<10,No,Always,Break design war quickly play among my.,Satisfied,No,Yes,No,No,Public,30–60 min,Yes,Yes,Sometimes,Yes,No,Owned,<500,1000–2000,No,Yes,>20,No,>10,No,No,No,No,
Female,28,Single,No,Lima Cercado,University,Secondary,4,Partial,Private,No,Systems Engineering,6,4–5,10–12,Yes,Sometimes,Foreign leave beyond prepare possible.,Satisfied,Yes,No,No,No,Walking,<30 min,Yes,No,Sometimes,No,No,Rented,0,1000–2000,No,Yes,<10,Yes,<5,No,No,Yes,No,
Female,27,Single,No,Los Olivos,Primary,Primary,4,Partial,EsSalud,No,Systems Engineering,7,4–5,13–15,No,Sometimes,Let kind make size big question appear west assume.,Satisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Never,No,Yes,Shared,<500,<1000,No,Yes,<10,No,5–10,No,No,No,Yes,
Female,28,Single,No,El Agustino,Secondary,Secondary,4,Total,EsSalud,No,Systems Engineering,7,3,10–12,No,Always,Station individual address case still only must trade remain.,Satisfied,Yes,Yes,No,No,Public,<30 min,Yes,No,Regularly,No,Yes,Owned,500–1000,1000–2000,No,No,10–20,Yes,<5,No,No,No,No,
Female,29,Single,No,San Borja,Primary,Postgraduate,2,Partial,SIS,No,Software Engineering,2,4–5,13–15,No,Always,Task later find clearly concern letter sing tonight ever issue.,Satisfied,Yes,No,No,No,Public,>1 h,Yes,Yes,Regularly,Yes,No,Shared,0,<1000,No,No,<10,Yes,5–10,No,No,No,No,
Female,22,Single,No,San Bartolo,Primary,Secondary,2,Minimal,SIS,No,Software Engineering,6,3,13–15,Yes,Almost always,Both free possible tell peace.,Very satisfied,No,No,Yes,Yes,Public,30–60 min,Yes,Yes,Sometimes,Yes,Yes,Rented,<500,2000–4000,Yes,No,<10,Yes,<5,Yes,No,No,Yes,None first room ever prepare vote reality pass address include cold.
Female,19,Single,No,Chorrillos,Primary,Primary,2,Minimal,EsSalud,No,Software Engineering,6,3,13–15,No,Almost always,South movie manage single similar pass whose require him.,Satisfied,No,No,No,No,Public,30–60 min,Yes,Yes,Sometimes,No,Yes,Rented,<500,1000–2000,No,Yes,10–20,Yes,<5,No,No,Yes,Yes,
Female,29,Married,No,Punta Hermosa,Postgraduate,University,6,Total,SIS,No,Software Engineering,1,4–5,10–12,Yes,Sometimes,Usually ago chance suddenly whether town order key same citizen.,Unsatisfied,No,Yes,Yes,Yes,Public,30–60 min,Yes,No,Regularly,No,Yes,Dormitory,0,1000–2000,No,No,10–20,No,5–10,No,Yes,Yes,Yes,Mrs budget avoid wall year foot know public.
Female,28,Single,Yes,Santiago de Surco,Technical,Secondary,4,Do not depend,SIS,No,Software Engineering,10,3,13–15,No,Almost always,Scene back close can wonder.,Satisfied,Yes,No,Yes,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Shared,>1000,<1000,No,No,>20,Yes,5–10,No,No,Yes,No,
Male,29,Single,No,Cieneguilla,Secondary,Secondary,4,Minimal,SIS,Yes,Software Engineering,4,4–5,10–12,No,Sometimes,Present town individual young machine mouth meet third article dark.,Satisfied,No,No,No,No,Public,<30 min,Yes,Yes,Sometimes,Yes,No,Owned,0,<1000,No,Yes,<10,Yes,5–10,No,No,Yes,Yes,
Female,19,Single,No,Pueblo Libre,Primary,Technical,7,Minimal,SIS,No,Systems Engineering,10,4–5,13–15,No,Always,The start teacher amount likely week understand establish everything.,Unsatisfied,No,No,No,Yes,Public,>1 h,Yes,Yes,Regularly,Yes,No,Owned,0,<1000,No,No,<10,Yes,<5,No,No,No,Yes,Truth reality stuff magazine act partner true summer marriage price.
Female,29,Single,No,Santiago de Surco,Primary,Postgraduate,2,Total,EsSalud,No,Software Engineering,2,4–5,13–15,Yes,Almost always,Above party election common animal.,Very satisfied,Yes,Yes,No,No,Private,<30 min,Yes,No,Never,Yes,No,Shared,0,<1000,No,Yes,10–20,No,5–10,No,No,No,No,
Male,24,Single,No,Punta Negra,University,Technical,3,Total,EsSalud,No,Software Engineering,3,4–5,13–15,No,Always,Property party under service care.,Satisfied,Yes,Yes,No,No,Public,30–60 min,Yes,Yes,Never,Yes,No,Owned,500–1000,<1000,No,Yes,<10,No,5–10,No,Yes,Yes,Yes,
Female,34,Single,No,Surquillo,Primary,University,5,Total,EsSalud,No,Systems Engineering,7,4–5,10–12,No,Almost always,Against matter song pay fish discover.,Satisfied,Yes,No,Yes,No,Public,30–60 min,Yes,Yes,Regularly,No,No,Owned,0,1000–2000,No,No,>20,Yes,5–10,No,No,No,No,
Female,26,Single,No,San Luis,University,Secondary,2,Total,EsSalud,Yes,Software Engineering,7,6 or more,13–15,No,Sometimes,Consider week issue determine Democrat allow rather.,Satisfied,No,Yes,No,No,Public,30–60 min,Yes,No,Never,No,No,Shared,0,1000–2000,No,Yes,<10,No,<5,No,Yes,Yes,Yes,
Male,25,Single,Yes,El Agustino,Primary,Secondary,3,Partial,EsSalud,No,Systems Engineering,10,4–5,13–15,No,Always,Conference night across story happy computer history.,Unsatisfied,Yes,No,Yes,No,Public,>1 h,Yes,No,Regularly,No,No,Shared,500–1000,2000–4000,Yes,Yes,<10,No,5–10,No,No,No,Yes,
